time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
278156604,2,8,39.306004,-0.6137322,265,11.16,267.9,164,70,87,-40,-1116,-98,39.2992951,-0.6147698
278377581,2,8,39.3060034,-0.6137577,265,11.28,268.8,164,72,90,-22,-1128,-74,39.2992951,-0.6147698
278558625,2,8,39.3060029,-0.6137831,265,11.27,269.2,188,75,93,-15,-1127,-49,39.2992951,-0.6147698
278757375,2,8,39.3060031,-0.6138088,265,11.39,270.5,188,78,97,11,-1139,-56,39.2992951,-0.6147698
278957601,2,8,39.3060033,-0.613834,265,11.35,270.9,188,85,107,18,-1135,-60,39.2992951,-0.6147698
279158711,2,8,39.3060042,-0.6138589,265,11.33,271.5,164,96,121,31,-1132,-63,39.2992951,-0.6147698
279379307,2,8,39.3060048,-0.6138836,266,11.19,270.3,164,104,131,7,-1119,-62,39.2992951,-0.6147698
279558971,2,8,39.3060054,-0.6139085,266,11.25,270.7,164,107,135,15,-1125,-81,39.2992951,-0.6147698
279759961,2,8,39.3060058,-0.6139332,266,11.1,269.9,164,108,137,-1,-1110,-71,39.2992951,-0.6147698
279940461,2,8,39.3060063,-0.6139575,267,11.0,270.0,164,113,144,1,-1100,-92,39.2992951,-0.6147698
280140387,2,8,39.3060067,-0.6139821,267,11.12,269.8,164,116,148,-3,-1112,-93,39.2992951,-0.6147698
280381639,2,8,39.3060066,-0.614007,267,11.09,269.2,164,113,145,-14,-1109,-90,39.2992951,-0.6147698
280541495,2,8,39.3060054,-0.6140316,267,10.95,266.3,164,109,140,-69,-1093,-66,39.2992951,-0.6147698
280742153,2,8,39.3060041,-0.6140569,267,11.13,266.2,164,104,133,-72,-1111,-43,39.2992951,-0.6147698
280941818,2,8,39.306003,-0.6140826,267,11.2,266.4,188,99,126,-70,-1118,-34,39.2992951,-0.6147698
281142536,2,9,39.3060013,-0.6141082,268,11.21,265.1,188,94,120,-94,-1117,-37,39.2992951,-0.6147698
281362973,2,8,39.3059994,-0.6141335,268,11.1,264.4,164,89,113,-107,-1105,-52,39.2992951,-0.6147698
281542492,2,7,39.305997,-0.6141592,268,11.23,263.1,188,84,107,-133,-1115,-59,39.2992951,-0.6147698
281743603,2,8,39.3059942,-0.6141852,268,11.37,262.3,188,80,101,-152,-1127,-67,39.2992951,-0.6147698
281917251,2,8,39.3059942,-0.6141852,268,11.37,262.3,188,80,101,-152,-1127,-67,39.2992951,-0.6147698
281943522,2,8,39.305991,-0.6142107,268,11.17,261.5,164,76,97,-164,-1105,-104,39.2992951,-0.6147698
282144672,2,8,39.3059884,-0.6142367,268,11.35,262.2,164,73,92,-153,-1125,-87,39.2992951,-0.6147698
282364500,2,8,39.3059843,-0.6142615,268,11.08,258.3,164,70,88,-224,-1085,-42,39.2992951,-0.6147698
282545163,2,9,39.3059794,-0.6142844,268,10.42,254.9,153,67,85,-270,-1006,69,39.2992951,-0.6147698
282746313,2,9,39.3059753,-0.6143086,268,10.78,256.8,153,68,85,-244,-1050,38,39.2992951,-0.6147698
282945542,2,9,39.3059725,-0.6143339,268,11.02,260.5,153,68,85,-181,-1087,-23,39.2992951,-0.6147698
283145778,2,9,39.3059699,-0.6143598,268,11.25,262.1,153,68,86,-153,-1115,-54,39.2992951,-0.6147698
283365775,2,9,39.305968,-0.6143858,268,11.31,264.0,153,68,86,-116,-1125,-81,39.2992951,-0.6147698
283547011,2,9,39.305966,-0.6144118,269,11.33,264.9,181,68,86,-99,-1129,-55,39.2992951,-0.6147698
283728012,2,9,39.3059648,-0.6144381,269,11.39,266.5,181,68,86,-68,-1136,-79,39.2992951,-0.6147698
283947839,2,8,39.3059637,-0.614464,269,11.25,266.9,208,68,86,-60,-1124,-66,39.2992951,-0.6147698
284148405,2,9,39.3059627,-0.6144902,269,11.37,267.3,181,68,86,-52,-1136,-59,39.2992951,-0.6147698
284369100,2,8,39.3059623,-0.6145162,269,11.24,268.8,181,67,86,-22,-1124,-64,39.2992951,-0.6147698
284549347,2,8,39.3059623,-0.6145424,269,11.3,269.6,208,67,85,-7,-1130,-49,39.2992951,-0.6147698
284729737,2,8,39.3059626,-0.6145688,269,11.35,270.3,208,67,85,7,-1135,-39,39.2992951,-0.6147698
284929468,2,9,39.3059631,-0.6145949,270,11.35,271.2,153,67,85,24,-1135,-43,39.2992951,-0.6147698
285129413,2,9,39.3059637,-0.6146209,270,11.29,272.1,181,67,85,42,-1128,-36,39.2992951,-0.6147698
285369794,2,8,39.3059647,-0.6146468,270,11.33,273.2,181,66,85,64,-1131,-40,39.2992951,-0.6147698
285530817,2,8,39.3059661,-0.6146731,270,11.4,273.6,181,66,85,72,-1138,-34,39.2992951,-0.6147698
285731326,2,10,39.3059677,-0.614699,270,11.36,274.6,153,65,84,91,-1132,-47,39.2992951,-0.6147698
285931655,2,9,39.3059696,-0.614725,270,11.32,275.1,153,65,84,101,-1127,-59,39.2992951,-0.6147698
286070345,2,9,39.3059696,-0.614725,270,11.32,275.1,153,65,84,101,-1127,-59,39.2992951,-0.6147698
286132327,2,9,39.3059716,-0.614751,271,11.31,275.3,153,65,84,106,-1126,-50,39.2992951,-0.6147698
286352834,2,8,39.3059735,-0.614777,271,11.36,275.6,171,64,84,112,-1130,-62,39.2992951,-0.6147698
286533623,2,9,39.3059751,-0.614803,271,11.35,275.1,153,64,84,101,-1131,-52,39.2992951,-0.6147698
286733626,2,9,39.3059766,-0.6148289,271,11.29,274.7,153,64,84,93,-1125,-55,39.2992951,-0.6147698
286933921,2,9,39.3059782,-0.614855,271,11.32,275.1,153,64,84,102,-1128,-47,39.2992951,-0.6147698
287134734,2,9,39.3059797,-0.614881,271,11.3,274.3,153,63,84,86,-1127,-45,39.2992951,-0.6147698
287354718,2,9,39.3059808,-0.6149073,271,11.37,273.5,153,63,85,69,-1135,-32,39.2992951,-0.6147698
287534301,2,8,39.3059818,-0.6149334,271,11.3,272.9,171,63,85,57,-1129,-26,39.2992951,-0.6147698
287735509,2,9,39.3059823,-0.6149594,271,11.29,271.3,153,63,85,26,-1128,-44,39.2992951,-0.6147698
287935438,2,9,39.3059824,-0.6149853,271,11.26,270.6,153,63,85,13,-1126,-38,39.2992951,-0.6147698
288115960,2,9,39.3059822,-0.6150116,271,11.35,269.9,153,63,85,0,-1135,-32,39.2992951,-0.6147698
288356445,2,9,39.3059812,-0.6150372,271,11.15,267.7,153,63,85,-43,-1115,-31,39.2992951,-0.6147698
288516766,2,9,39.3059796,-0.615063,271,11.28,266.8,153,63,85,-62,-1126,-54,39.2992951,-0.6147698
288718053,2,9,39.305978,-0.6150887,271,11.2,266.0,153,63,85,-77,-1118,-33,39.2992951,-0.6147698
288918068,2,9,39.3059758,-0.6151141,271,11.08,264.5,153,63,85,-105,-1103,-46,39.2992951,-0.6147698
289118521,2,8,39.3059738,-0.6151398,272,11.22,264.7,167,63,84,-103,-1117,-56,39.2992951,-0.6147698
289338669,2,8,39.3059716,-0.615165,271,10.98,263.7,167,63,84,-120,-1091,-31,39.2992951,-0.6147698
289518467,2,8,39.305969,-0.6151907,272,11.2,263.5,167,63,84,-126,-1112,-61,39.2992951,-0.6147698
289718776,2,8,39.3059666,-0.6152161,272,11.09,263.7,167,63,84,-120,-1103,-53,39.2992951,-0.6147698
289919221,2,8,39.3059641,-0.6152416,272,11.14,263.3,167,63,84,-129,-1107,-51,39.2992951,-0.6147698
290119655,2,9,39.3059614,-0.6152668,272,11.06,263.0,167,63,84,-133,-1098,-65,39.2992951,-0.6147698
290227369,2,9,39.3059614,-0.6152668,272,11.06,263.0,167,63,84,-133,-1098,-65,39.2992951,-0.6147698
290340381,2,9,39.3059595,-0.6152926,272,11.21,264.8,167,63,84,-99,-1116,-105,39.2992951,-0.6147698
290520169,2,9,39.3059569,-0.6153173,272,10.9,262.9,144,63,84,-133,-1082,-67,39.2992951,-0.6147698
290720935,2,9,39.3059552,-0.6153425,272,11.0,265.4,144,63,84,-87,-1097,-103,39.2992951,-0.6147698
290920690,2,9,39.3059531,-0.6153677,272,11.06,264.4,144,63,84,-106,-1101,-91,39.2992951,-0.6147698
291121450,2,9,39.3059522,-0.6153924,272,10.86,268.3,144,63,84,-31,-1085,-120,39.2992951,-0.6147698
291342196,2,9,39.3059513,-0.6154179,272,11.15,267.1,208,63,84,-54,-1114,-84,39.2992951,-0.6147698
291522382,2,10,39.3059505,-0.6154427,272,11.06,269.0,153,63,84,-18,-1105,-82,39.2992951,-0.6147698
291722422,2,9,39.3059506,-0.6154673,273,10.86,271.8,153,63,84,34,-1085,-94,39.2992951,-0.6147698
291923338,2,10,39.305951,-0.6154925,273,11.07,272.0,149,63,83,38,-1106,-80,39.2992951,-0.6147698
292123556,2,10,39.3059519,-0.6155178,273,11.07,273.1,149,62,83,60,-1105,-72,39.2992951,-0.6147698
292344294,2,10,39.3059534,-0.6155432,273,11.07,274.6,149,62,83,90,-1103,-70,39.2992951,-0.6147698
292504089,2,10,39.3059551,-0.6155686,273,11.08,275.2,149,62,83,102,-1103,-65,39.2992951,-0.6147698
292725061,2,10,39.3059573,-0.6155938,273,11.0,276.9,149,62,83,133,-1092,-84,39.2992951,-0.6147698
292925249,2,10,39.3059598,-0.6156192,273,10.99,277.0,149,61,83,134,-1091,-85,39.2992951,-0.6147698
293105788,2,10,39.3059626,-0.6156448,274,11.13,277.7,149,61,82,150,-1103,-86,39.2992951,-0.6147698
293327763,2,10,39.3059655,-0.6156703,274,11.03,277.9,149,61,82,152,-1092,-85,39.2992951,-0.6147698
293507462,2,9,39.3059685,-0.6156957,274,10.99,278.2,153,61,82,158,-1087,-95,39.2992951,-0.6147698
293707863,2,9,39.3059716,-0.6157207,274,10.94,278.8,153,60,82,168,-1081,-99,39.2992951,-0.6147698
293907828,2,9,39.3059745,-0.6157456,274,10.83,278.5,153,60,82,160,-1071,-97,39.2992951,-0.6147698
294107691,2,10,39.305977,-0.6157709,275,10.97,277.0,141,60,82,133,-1088,-101,39.2992951,-0.6147698
294348690,2,10,39.3059792,-0.6157955,275,10.71,276.6,141,60,82,124,-1064,-99,39.2992951,-0.6147698
294382239,2,10,39.3059792,-0.6157955,275,10.71,276.6,141,60,82,124,-1064,-99,39.2992951,-0.6147698
294508937,2,10,39.3059814,-0.6158204,275,10.85,276.3,141,60,82,120,-1078,-112,39.2992951,-0.6147698
294709076,2,10,39.3059831,-0.6158451,275,10.65,274.6,141,60,82,85,-1062,-88,39.2992951,-0.6147698
294909954,2,10,39.305984,-0.6158696,276,10.66,272.6,141,60,83,48,-1065,-97,39.2992951,-0.6147698
295110098,2,10,39.3059836,-0.6158939,276,10.56,269.0,141,59,82,-17,-1056,-66,39.2992951,-0.6147698
295349968,2,10,39.305983,-0.6159175,276,10.4,268.7,141,59,83,-22,-1039,-74,39.2992951,-0.6147698
295510614,2,10,39.3059816,-0.6159413,276,10.49,266.4,141,59,83,-64,-1047,-78,39.2992951,-0.6147698
295711177,2,9,39.3059804,-0.615966,276,10.71,266.0,144,59,83,-74,-1069,-80,39.2992951,-0.6147698
295911980,2,8,39.3059791,-0.6159904,276,10.57,265.8,167,59,83,-76,-1054,-87,39.2992951,-0.6147698
296111794,2,9,39.3059775,-0.6160154,277,10.84,265.2,167,59,83,-89,-1080,-88,39.2992951,-0.6147698
296332852,2,9,39.3059755,-0.61604,277,10.67,264.3,167,59,83,-105,-1062,-99,39.2992951,-0.6147698
296513515,2,9,39.3059733,-0.6160647,277,10.78,264.1,153,59,83,-109,-1072,-91,39.2992951,-0.6147698
296713423,2,9,39.305971,-0.6160893,277,10.75,263.3,153,59,83,-125,-1067,-71,39.2992951,-0.6147698
296893200,2,9,39.3059684,-0.6161147,277,10.97,262.7,153,60,83,-138,-1088,-87,39.2992951,-0.6147698
297093437,2,9,39.3059661,-0.6161396,277,10.74,263.7,153,60,83,-117,-1068,-141,39.2992951,-0.6147698
297334029,2,9,39.3059635,-0.6161643,278,10.81,262.4,153,60,83,-141,-1072,-130,39.2992951,-0.6147698
297493811,2,8,39.3059612,-0.6161893,278,10.8,263.7,180,60,83,-117,-1074,-154,39.2992951,-0.6147698
297694049,2,8,39.3059592,-0.6162136,278,10.6,264.3,208,60,83,-104,-1054,-149,39.2992951,-0.6147698
297894089,2,8,39.305957,-0.6162383,278,10.77,263.7,208,60,83,-117,-1071,-116,39.2992951,-0.6147698
298095278,2,8,39.3059541,-0.6162622,279,10.55,263.1,187,60,83,-125,-1047,-141,39.2992951,-0.6147698
298335633,2,8,39.30595,-0.6162857,279,10.45,259.6,177,60,83,-188,-1028,-144,39.2992951,-0.6147698
298495619,2,8,39.3059457,-0.616309,279,10.43,257.4,177,62,85,-227,-1018,-118,39.2992951,-0.6147698
298540177,2,8,39.3059457,-0.616309,279,10.43,257.4,177,62,85,-227,-1018,-118,39.2992951,-0.6147698
298716053,2,10,39.3059412,-0.6163332,280,10.8,257.5,177,65,89,-233,-1054,-131,39.2992951,-0.6147698
298896149,2,10,39.3059362,-0.6163563,280,10.35,254.9,163,61,83,-269,-999,-86,39.2992951,-0.6147698
299097137,2,10,39.3059288,-0.6163793,280,10.8,248.3,146,61,83,-399,-1004,-45,39.2992951,-0.6147698
299316980,2,10,39.3059192,-0.6164012,280,10.81,242.1,152,61,83,-505,-955,-20,39.2992951,-0.6147698
299498472,2,10,39.3059089,-0.6164227,280,10.96,238.5,146,61,83,-572,-935,15,39.2992951,-0.6147698
299698040,2,11,39.3058964,-0.6164429,279,11.11,232.2,137,61,83,-681,-878,51,39.2992951,-0.6147698
299897531,2,11,39.3058829,-0.6164624,279,11.35,228.1,137,61,83,-757,-845,41,39.2992951,-0.6147698
300098256,2,10,39.3058673,-0.6164805,279,11.68,222.7,142,61,83,-858,-793,77,39.2992951,-0.6147698
300318363,2,10,39.3058506,-0.6164972,279,11.82,217.9,142,61,82,-932,-726,69,39.2992951,-0.6147698
300498733,2,11,39.3058326,-0.6165116,279,12.01,211.6,137,61,82,-1022,-629,37,39.2992951,-0.6147698
300699919,2,11,39.3058135,-0.6165243,279,12.12,206.8,137,61,82,-1082,-547,-5,39.2992951,-0.6147698
300900538,2,11,39.305794,-0.6165355,279,12.01,203.4,137,61,82,-1101,-478,-36,39.2992951,-0.6147698
301100279,2,10,39.3057738,-0.6165453,280,12.03,200.3,142,60,82,-1128,-418,-92,39.2992951,-0.6147698
301321025,2,11,39.3057536,-0.6165533,280,11.88,196.7,137,60,81,-1138,-343,-124,39.2992951,-0.6147698
301500349,2,11,39.305733,-0.6165598,280,11.98,193.4,181,60,81,-1166,-278,-150,39.2992951,-0.6147698
301700572,2,11,39.3057125,-0.6165644,280,11.79,188.9,146,60,81,-1164,-184,-138,39.2992951,-0.6147698
301901235,2,10,39.3056921,-0.6165669,280,11.62,184.6,146,60,81,-1158,-94,-105,39.2992951,-0.6147698
302101365,2,11,39.3056721,-0.6165669,281,11.39,179.2,137,60,80,-1139,15,-100,39.2992951,-0.6147698
302322256,2,11,39.305652,-0.6165647,281,11.46,174.0,137,59,80,-1140,118,-75,39.2992951,-0.6147698
302502624,2,11,39.3056321,-0.6165595,281,11.49,167.9,137,59,80,-1124,240,-63,39.2992951,-0.6147698
302683206,2,11,39.3056129,-0.6165516,281,11.44,162.2,137,59,79,-1089,349,-18,39.2992951,-0.6147698
302693375,2,11,39.3056129,-0.6165516,281,11.44,162.2,137,59,79,-1089,349,-18,39.2992951,-0.6147698
302883572,2,11,39.3055948,-0.6165412,281,11.19,156.1,137,59,79,-1023,452,-3,39.2992951,-0.6147698
303083004,2,10,39.3055771,-0.616528,281,11.36,150.1,149,59,79,-985,566,9,39.2992951,-0.6147698
303304059,2,10,39.3055602,-0.6165116,280,11.77,143.2,149,58,79,-943,704,61,39.2992951,-0.6147698
303484252,2,11,39.305545,-0.6164929,280,11.69,136.6,148,58,79,-850,802,52,39.2992951,-0.6147698
303684785,2,11,39.3055315,-0.6164717,280,11.94,129.4,136,59,79,-758,921,34,39.2992951,-0.6147698
303885328,2,10,39.3055201,-0.616448,280,12.12,122.1,141,59,79,-645,1026,36,39.2992951,-0.6147698
304086515,2,10,39.3055112,-0.6164232,280,12.02,114.9,149,59,80,-506,1090,14,39.2992951,-0.6147698
304306357,2,10,39.3055043,-0.6163967,280,12.35,109.5,141,59,80,-413,1164,28,39.2992951,-0.6147698
304486855,2,10,39.3054994,-0.6163693,280,12.29,103.5,153,58,79,-288,1194,-54,39.2992951,-0.6147698
304686916,2,11,39.3054962,-0.6163414,280,12.29,98.8,141,58,79,-189,1214,-84,39.2992951,-0.6147698
304887593,2,9,39.3054946,-0.6163134,281,12.16,94.8,163,58,79,-101,1212,-117,39.2992951,-0.6147698
305087450,2,10,39.3054941,-0.6162859,281,11.96,92.0,163,58,79,-42,1196,-148,39.2992951,-0.6147698
305307820,2,10,39.3054946,-0.6162587,281,11.81,89.7,149,58,79,6,1181,-167,39.2992951,-0.6147698
305488631,2,10,39.3054956,-0.6162324,282,11.42,87.7,149,58,79,44,1141,-204,39.2992951,-0.6147698
305688226,2,11,39.3054969,-0.6162064,282,11.32,87.2,136,57,79,53,1131,-200,39.2992951,-0.6147698
305889745,2,11,39.3054982,-0.6161812,282,11.0,86.8,136,57,78,59,1098,-190,39.2992951,-0.6147698
306088773,2,10,39.3054997,-0.6161561,283,10.91,86.9,149,57,78,57,1090,-185,39.2992951,-0.6147698
306309316,2,11,39.3055011,-0.6161317,283,10.63,86.9,149,57,78,56,1062,-162,39.2992951,-0.6147698
306489978,2,10,39.3055024,-0.6161074,283,10.6,86.9,153,57,78,55,1058,-128,39.2992951,-0.6147698
306669580,2,11,39.3055039,-0.616083,283,10.57,86.5,141,57,78,63,1055,-111,39.2992951,-0.6147698
306846842,2,11,39.3055039,-0.616083,283,10.57,86.5,141,57,78,63,1055,-111,39.2992951,-0.6147698
306870116,2,10,39.305504,-0.6160586,283,10.53,89.8,141,57,78,2,1053,-81,39.2992951,-0.6147698
307070060,2,10,39.3055035,-0.6160346,283,10.54,90.9,160,57,78,-17,1054,-35,39.2992951,-0.6147698
307290244,2,11,39.3055021,-0.6160106,283,10.39,94.9,177,58,78,-89,1035,-20,39.2992951,-0.6147698
307491073,2,11,39.3054998,-0.6159866,283,10.48,96.6,141,58,78,-121,1041,26,39.2992951,-0.6147698
307670947,2,11,39.3054974,-0.6159623,283,10.68,97.8,163,58,78,-145,1058,22,39.2992951,-0.6147698
307871632,2,12,39.3054929,-0.6159378,283,10.79,102.2,139,58,79,-228,1054,84,39.2992951,-0.6147698
308072120,2,12,39.3054884,-0.6159135,283,10.72,102.8,139,58,79,-239,1045,98,39.2992951,-0.6147698
308312800,2,11,39.3054827,-0.6158895,282,10.83,106.6,139,58,79,-309,1037,101,39.2992951,-0.6147698
308472919,2,10,39.3054767,-0.6158662,282,10.68,107.6,144,58,79,-323,1018,66,39.2992951,-0.6147698
308672589,2,10,39.3054699,-0.6158428,282,10.77,109.5,144,58,79,-361,1015,55,39.2992951,-0.6147698
308873343,2,10,39.3054626,-0.6158188,282,11.19,110.8,149,58,80,-397,1046,50,39.2992951,-0.6147698
309073141,2,10,39.3054558,-0.6157952,282,10.9,110.6,149,58,80,-385,1020,55,39.2992951,-0.6147698
309293374,2,10,39.3054488,-0.615772,282,10.96,111.0,141,58,80,-393,1023,17,39.2992951,-0.6147698
309473497,2,11,39.305442,-0.6157485,282,11.02,110.3,141,58,80,-383,1034,7,39.2992951,-0.6147698
309674661,2,11,39.3054357,-0.615725,282,10.87,109.3,144,58,80,-359,1026,-4,39.2992951,-0.6147698
309874605,2,10,39.3054297,-0.6157013,282,10.94,108.3,141,58,80,-343,1038,-14,39.2992951,-0.6147698
310075117,2,10,39.3054242,-0.6156776,282,10.91,106.7,141,58,80,-315,1045,-37,39.2992951,-0.6147698
310296533,2,10,39.3054195,-0.6156535,282,10.99,104.8,141,58,80,-282,1062,-39,39.2992951,-0.6147698
310475926,2,9,39.3054154,-0.6156292,283,10.87,103.0,149,58,80,-245,1059,-42,39.2992951,-0.6147698
310676990,2,10,39.3054118,-0.6156044,283,11.0,101.0,141,58,80,-210,1080,-39,39.2992951,-0.6147698
310876990,2,10,39.3054087,-0.6155798,283,10.89,99.5,141,59,81,-180,1073,-36,39.2992951,-0.6147698
311001989,2,10,39.3054087,-0.6155798,283,10.89,99.5,141,59,81,-180,1073,-36,39.2992951,-0.6147698
311076585,2,10,39.3054063,-0.6155549,283,10.93,97.7,141,58,80,-146,1083,-29,39.2992951,-0.6147698
311297499,2,9,39.3054044,-0.6155297,283,10.99,95.8,149,58,80,-111,1094,-31,39.2992951,-0.6147698
311457613,2,10,39.3054033,-0.6155042,283,11.16,93.9,153,58,80,-77,1113,-14,39.2992951,-0.6147698
311658156,2,11,39.3054025,-0.6154789,283,11.12,92.8,153,58,80,-55,1110,-16,39.2992951,-0.6147698
311858158,2,10,39.3054021,-0.6154532,283,11.25,91.6,153,58,80,-32,1125,-1,39.2992951,-0.6147698
312058572,2,9,39.3054022,-0.6154275,283,11.26,90.3,153,58,80,-7,1126,6,39.2992951,-0.6147698
312298742,2,11,39.3054024,-0.6154016,283,11.39,89.9,153,57,79,1,1139,6,39.2992951,-0.6147698
312479503,2,9,39.3054033,-0.6153759,283,11.31,88.3,153,57,79,33,1130,0,39.2992951,-0.6147698
312659874,2,10,39.3054043,-0.6153497,283,11.42,88.2,149,57,79,35,1142,-10,39.2992951,-0.6147698
312860134,2,10,39.3054054,-0.6153234,283,11.41,87.6,149,57,78,46,1141,-13,39.2992951,-0.6147698
313060112,2,9,39.3054064,-0.615297,283,11.42,87.5,156,57,78,49,1141,-24,39.2992951,-0.6147698
313300419,2,10,39.3054072,-0.6152704,283,11.48,88.0,149,56,78,38,1147,-37,39.2992951,-0.6147698
313460438,2,8,39.3054077,-0.615244,283,11.33,88.4,166,56,78,31,1132,-34,39.2992951,-0.6147698
313660947,2,9,39.3054083,-0.6152178,283,11.27,88.7,153,56,78,25,1127,-45,39.2992951,-0.6147698
313861687,2,9,39.3054086,-0.6151918,283,11.27,89.5,153,56,77,9,1127,-53,39.2992951,-0.6147698
314062405,2,9,39.3054087,-0.6151661,283,11.13,89.8,153,56,77,3,1113,-38,39.2992951,-0.6147698
314282720,2,9,39.3054082,-0.6151405,283,11.07,91.3,153,56,77,-26,1107,-53,39.2992951,-0.6147698
314463476,2,9,39.3054075,-0.6151151,283,11.05,92.2,153,56,77,-43,1104,-40,39.2992951,-0.6147698
314663595,2,8,39.3054063,-0.6150899,283,10.99,93.4,160,56,77,-66,1097,-28,39.2992951,-0.6147698
314863506,2,8,39.3054046,-0.6150647,283,10.93,94.8,160,56,77,-91,1089,-39,39.2992951,-0.6147698
315063597,2,9,39.3054027,-0.6150397,284,10.92,95.5,160,56,77,-105,1086,-36,39.2992951,-0.6147698
315156525,2,9,39.3054027,-0.6150397,284,10.92,95.5,160,56,77,-105,1086,-36,39.2992951,-0.6147698
315284372,2,9,39.3054007,-0.6150148,284,10.88,96.0,153,56,77,-114,1082,-19,39.2992951,-0.6147698
315445425,2,9,39.3053983,-0.6149902,284,10.77,97.2,153,56,77,-135,1069,-25,39.2992951,-0.6147698
315665092,2,9,39.3053955,-0.6149657,284,10.79,98.6,180,56,77,-163,1066,-22,39.2992951,-0.6147698
315845805,2,7,39.3053928,-0.6149413,284,10.67,98.6,248,56,77,-161,1055,-19,39.2992951,-0.6147698
316066348,2,8,39.3053899,-0.6149169,284,10.72,99.3,248,57,78,-174,1058,-19,39.2992951,-0.6147698
316286327,2,9,39.3053867,-0.6148928,284,10.62,99.6,180,57,79,-178,1047,-26,39.2992951,-0.6147698
316446574,2,8,39.3053827,-0.6148687,284,10.67,100.9,180,58,79,-202,1048,-25,39.2992951,-0.6147698
316646690,2,8,39.3053793,-0.6148447,284,10.61,100.4,180,59,80,-192,1043,-21,39.2992951,-0.6147698
316847719,2,9,39.3053761,-0.6148204,284,10.69,100.4,180,60,81,-194,1051,-26,39.2992951,-0.6147698
317047373,2,9,39.3053726,-0.6147966,284,10.63,100.1,180,61,82,-188,1046,-39,39.2992951,-0.6147698
317288057,2,9,39.3053694,-0.6147726,284,10.65,99.3,187,61,83,-172,1051,-42,39.2992951,-0.6147698
317448821,2,9,39.3053659,-0.6147486,284,10.71,99.7,162,62,84,-181,1056,-51,39.2992951,-0.6147698
317649110,2,10,39.305363,-0.6147243,285,10.74,98.7,162,63,85,-163,1061,-51,39.2992951,-0.6147698
317850023,2,8,39.3053617,-0.6146993,284,10.75,97.2,180,63,85,-136,1066,-33,39.2992951,-0.6147698
318049826,2,10,39.30536,-0.6146744,284,10.86,96.1,160,63,85,-116,1080,-40,39.2992951,-0.6147698
318270931,2,10,39.3053584,-0.6146497,285,10.81,95.1,160,63,84,-96,1077,-39,39.2992951,-0.6147698
318450760,2,10,39.3053574,-0.6146249,285,10.91,93.5,153,62,84,-68,1089,-37,39.2992951,-0.6147698
318650904,2,12,39.3053567,-0.6145999,285,10.95,92.8,141,62,84,-53,1094,-39,39.2992951,-0.6147698
318851041,2,10,39.3053567,-0.6145752,285,10.86,90.4,147,62,83,-9,1086,-62,39.2992951,-0.6147698
319051760,2,10,39.305357,-0.6145499,285,11.03,89.9,159,62,83,0,1103,-34,39.2992951,-0.6147698
319272016,2,10,39.3053572,-0.6145247,285,11.01,89.7,164,62,83,5,1101,-56,39.2992951,-0.6147698
319309360,2,10,39.3053572,-0.6145247,285,11.01,89.7,164,62,83,5,1101,-56,39.2992951,-0.6147698
319452745,2,11,39.3053574,-0.6144993,285,11.08,89.1,163,62,83,17,1108,-63,39.2992951,-0.6147698
319652554,2,11,39.3053581,-0.6144743,285,10.88,87.7,159,62,82,42,1087,-103,39.2992951,-0.6147698
319833719,2,11,39.3053592,-0.6144494,286,10.91,87.0,136,61,82,56,1090,-110,39.2992951,-0.6147698
320033495,2,11,39.3053607,-0.614425,286,10.75,86.0,136,61,81,73,1072,-128,39.2992951,-0.6147698
320273710,2,12,39.3053623,-0.6144005,286,10.78,86.3,132,61,81,68,1075,-122,39.2992951,-0.6147698
320434246,2,12,39.305364,-0.6143762,286,10.7,85.6,132,60,81,81,1067,-122,39.2992951,-0.6147698
320634800,2,12,39.3053653,-0.614352,286,10.63,86.7,132,60,80,59,1061,-123,39.2992951,-0.6147698
320834715,2,12,39.3053667,-0.614328,287,10.48,86.6,132,60,80,61,1047,-129,39.2992951,-0.6147698
321035505,2,12,39.3053679,-0.6143039,287,10.52,87.1,132,60,79,51,1051,-137,39.2992951,-0.6147698
321256233,2,11,39.3053688,-0.6142799,287,10.49,88.0,136,59,79,35,1049,-131,39.2992951,-0.6147698
321436796,2,11,39.3053696,-0.614256,287,10.47,88.2,136,59,79,31,1046,-122,39.2992951,-0.6147698
321635811,2,11,39.3053702,-0.6142319,288,10.54,88.9,136,59,78,18,1054,-115,39.2992951,-0.6147698
321836813,2,11,39.3053704,-0.6142077,288,10.57,90.2,136,59,78,-4,1057,-88,39.2992951,-0.6147698
322036986,2,11,39.3053704,-0.6141833,288,10.69,90.6,136,58,78,-12,1069,-52,39.2992951,-0.6147698
322257105,2,11,39.3053701,-0.6141589,288,10.64,91.5,136,58,77,-29,1063,-52,39.2992951,-0.6147698
322436838,2,10,39.3053694,-0.6141344,288,10.69,92.1,139,58,77,-39,1068,-56,39.2992951,-0.6147698
322638612,2,10,39.3053687,-0.6141098,288,10.65,92.7,139,58,77,-50,1064,-51,39.2992951,-0.6147698
322837303,2,10,39.3053674,-0.6140852,288,10.63,94.2,139,58,77,-78,1060,-62,39.2992951,-0.6147698
