time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
323038387,2,11,39.3053666,-0.6140609,288,10.59,93.9,136,58,78,-72,1056,-73,39.2992951,-0.6147698
323258812,2,11,39.3053655,-0.6140369,288,10.47,95.4,141,69,92,-99,1042,-73,39.2992951,-0.6147698
323438405,2,10,39.3053637,-0.6140131,288,10.46,96.6,141,76,101,-121,1038,-67,39.2992951,-0.6147698
323465901,2,10,39.3053637,-0.6140131,288,10.46,96.6,141,76,101,-121,1038,-67,39.2992951,-0.6147698
323639351,2,10,39.3053619,-0.6139896,289,10.31,97.2,141,79,105,-130,1023,-74,39.2992951,-0.6147698
323818684,2,10,39.3053596,-0.6139659,289,10.34,98.1,141,81,108,-146,1024,-62,39.2992951,-0.6147698
324019425,2,10,39.3053567,-0.6139429,289,10.18,100.0,141,82,110,-177,1003,-77,39.2992951,-0.6147698
324259819,2,12,39.305354,-0.6139197,289,10.19,99.7,131,82,110,-172,1004,-79,39.2992951,-0.6147698
324420457,2,11,39.3053508,-0.6138967,289,10.23,101.1,131,82,110,-198,1003,-84,39.2992951,-0.6147698
324640735,2,12,39.3053473,-0.6138737,289,10.22,102.1,131,82,111,-215,999,-87,39.2992951,-0.6147698
324841157,2,12,39.3053438,-0.6138509,289,10.22,102.0,131,80,109,-212,999,-96,39.2992951,-0.6147698
325021214,2,10,39.30534,-0.6138282,290,10.15,102.5,141,80,108,-219,991,-100,39.2992951,-0.6147698
325261275,2,12,39.3053363,-0.6138053,290,10.24,102.1,141,80,108,-215,1001,-89,39.2992951,-0.6147698
325421509,2,11,39.3053327,-0.6137822,290,10.24,102.0,141,79,107,-214,1001,-84,39.2992951,-0.6147698
325621308,2,11,39.3053293,-0.6137588,290,10.36,101.5,141,78,106,-206,1015,-84,39.2992951,-0.6147698
325821827,2,10,39.3053258,-0.6137355,290,10.37,101.7,141,76,104,-211,1015,-73,39.2992951,-0.6147698
326022570,2,10,39.3053224,-0.6137115,290,10.57,101.4,141,75,102,-209,1037,-54,39.2992951,-0.6147698
326243517,2,11,39.3053184,-0.6136878,290,10.6,102.0,147,69,94,-220,1037,-61,39.2992951,-0.6147698
326422896,2,10,39.3053147,-0.6136632,290,10.86,101.4,147,64,87,-215,1064,-52,39.2992951,-0.6147698
326623265,2,12,39.3053113,-0.6136381,290,11.05,100.8,141,65,88,-207,1085,-42,39.2992951,-0.6147698
326822933,2,11,39.3053081,-0.6136128,290,11.2,100.0,141,64,87,-196,1102,-35,39.2992951,-0.6147698
327024856,2,10,39.3053051,-0.6135874,291,11.22,99.0,141,63,85,-176,1108,-32,39.2992951,-0.6147698
327244272,2,9,39.3053021,-0.6135614,291,11.45,98.8,153,61,83,-175,1131,-28,39.2992951,-0.6147698
327424470,2,9,39.3052996,-0.6135351,291,11.52,97.5,180,60,82,-150,1143,-35,39.2992951,-0.6147698
327621094,2,9,39.3052996,-0.6135351,291,11.52,97.5,180,60,82,-150,1143,-35,39.2992951,-0.6147698
327625147,2,11,39.3052976,-0.6135085,291,11.64,96.3,175,60,80,-129,1157,-34,39.2992951,-0.6147698
327825094,2,11,39.3052962,-0.6134817,291,11.68,94.8,154,59,79,-99,1164,-40,39.2992951,-0.6147698
328025903,2,11,39.3052951,-0.6134543,291,11.88,93.6,136,58,79,-75,1185,-62,39.2992951,-0.6147698
328245256,2,11,39.3052945,-0.6134268,291,11.92,92.3,136,58,78,-48,1191,-93,39.2992951,-0.6147698
328426102,2,11,39.3052944,-0.6133992,291,12.02,90.8,136,58,78,-18,1202,-107,39.2992951,-0.6147698
328626044,2,10,39.3052948,-0.6133715,292,12.0,89.4,139,58,77,11,1200,-130,39.2992951,-0.6147698
328826888,2,10,39.3052953,-0.6133433,292,12.17,88.8,149,57,77,24,1217,-134,39.2992951,-0.6147698
329027150,2,11,39.3052961,-0.6133152,292,12.17,88.3,136,57,77,34,1217,-138,39.2992951,-0.6147698
329246748,2,11,39.3052969,-0.6132867,292,12.24,88.3,136,57,76,35,1224,-129,39.2992951,-0.6147698
329426999,2,11,39.3052974,-0.6132582,292,12.27,88.6,141,57,76,27,1226,-124,39.2992951,-0.6147698
329627607,2,12,39.3052977,-0.6132296,293,12.3,89.3,141,57,76,14,1230,-121,39.2992951,-0.6147698
329827590,2,12,39.3052976,-0.6132013,293,12.23,90.3,141,57,76,-6,1223,-107,39.2992951,-0.6147698
330027736,2,12,39.3052972,-0.6131728,293,12.33,90.9,141,56,76,-20,1232,-103,39.2992951,-0.6147698
330249026,2,12,39.3052964,-0.6131446,293,12.23,92.0,141,56,75,-44,1222,-88,39.2992951,-0.6147698
330430474,2,12,39.3052956,-0.613116,293,12.31,92.3,141,56,75,-51,1230,-82,39.2992951,-0.6147698
330610033,2,11,39.3052946,-0.6130876,293,12.34,93.1,141,56,75,-68,1232,-64,39.2992951,-0.6147698
330809725,2,10,39.3052932,-0.6130591,293,12.35,94.1,153,56,75,-88,1232,-33,39.2992951,-0.6147698
331010584,2,11,39.3052916,-0.6130304,293,12.42,94.5,149,56,75,-99,1238,11,39.2992951,-0.6147698
331250895,2,11,39.3052894,-0.6130019,293,12.34,95.7,149,55,75,-124,1228,25,39.2992951,-0.6147698
331411908,2,10,39.3052866,-0.6129731,293,12.52,97.1,149,55,75,-155,1243,18,39.2992951,-0.6147698
331611902,2,11,39.3052828,-0.6129444,293,12.48,99.2,131,55,75,-201,1231,-2,39.2992951,-0.6147698
331775071,2,11,39.3052828,-0.6129444,293,12.48,99.2,131,55,75,-201,1231,-2,39.2992951,-0.6147698
331812525,2,11,39.305279,-0.6129156,293,12.61,99.6,131,55,75,-211,1243,15,39.2992951,-0.6147698
332012491,2,12,39.3052749,-0.6128867,293,12.72,100.5,131,55,76,-232,1251,35,39.2992951,-0.6147698
332233674,2,13,39.3052704,-0.6128575,293,12.86,100.9,125,55,76,-244,1263,33,39.2992951,-0.6147698
332413475,2,12,39.3052654,-0.6128287,293,12.72,101.9,125,55,76,-262,1245,53,39.2992951,-0.6147698
332614301,2,13,39.3052596,-0.6127996,293,12.91,103.2,125,55,76,-295,1256,42,39.2992951,-0.6147698
332814115,2,11,39.3052538,-0.6127703,293,13.03,103.6,131,55,76,-307,1266,38,39.2992951,-0.6147698
333014789,2,12,39.3052476,-0.6127409,293,13.06,104.2,140,55,76,-321,1266,18,39.2992951,-0.6147698
333235948,2,12,39.3052416,-0.6127115,293,13.13,104.8,135,55,77,-337,1269,4,39.2992951,-0.6147698
333415487,2,11,39.3052358,-0.6126822,293,13.13,104.3,140,55,77,-324,1272,-28,39.2992951,-0.6147698
333615730,2,13,39.3052302,-0.6126531,293,13.01,104.3,125,55,77,-321,1261,-33,39.2992951,-0.6147698
333816422,2,12,39.3052244,-0.6126239,293,13.12,105.3,125,55,77,-347,1265,-23,39.2992951,-0.6147698
334017152,2,12,39.3052188,-0.6125947,293,12.99,104.7,136,55,77,-330,1257,-18,39.2992951,-0.6147698
334237581,2,12,39.3052136,-0.6125656,293,12.99,103.8,144,56,78,-310,1261,-28,39.2992951,-0.6147698
334417738,2,13,39.3052086,-0.6125369,293,12.85,102.9,136,55,77,-287,1253,-36,39.2992951,-0.6147698
334617487,2,13,39.3052039,-0.6125077,293,12.96,102.1,136,55,77,-272,1268,-32,39.2992951,-0.6147698
334798197,2,10,39.3051998,-0.6124786,293,12.86,101.1,141,55,77,-247,1262,-25,39.2992951,-0.6147698
334998229,2,12,39.3051957,-0.6124495,293,12.85,100.7,141,55,77,-239,1263,-8,39.2992951,-0.6147698
335219205,2,12,39.3051918,-0.6124204,293,12.79,100.1,141,55,77,-225,1259,-5,39.2992951,-0.6147698
335419331,2,12,39.3051882,-0.6123913,293,12.74,99.2,149,55,76,-204,1257,4,39.2992951,-0.6147698
335599845,2,12,39.3051846,-0.612362,293,12.75,98.9,138,55,76,-198,1259,13,39.2992951,-0.6147698
335799664,2,13,39.3051813,-0.6123327,292,12.73,98.0,138,54,76,-178,1261,27,39.2992951,-0.6147698
335931099,2,13,39.3051813,-0.6123327,292,12.73,98.0,138,54,76,-178,1261,27,39.2992951,-0.6147698
336001106,2,11,39.3051782,-0.6123037,292,12.7,97.4,138,54,76,-165,1259,19,39.2992951,-0.6147698
336241055,2,14,39.3051756,-0.6122745,292,12.73,96.7,134,54,75,-148,1264,7,39.2992951,-0.6147698
336400761,2,15,39.3051733,-0.6122453,292,12.68,96.0,132,54,75,-133,1261,8,39.2992951,-0.6147698
336601986,2,13,39.305171,-0.612216,292,12.73,95.7,132,53,75,-128,1266,-7,39.2992951,-0.6147698
336802284,2,15,39.3051692,-0.6121866,292,12.75,94.7,132,53,74,-106,1271,-29,39.2992951,-0.6147698
337001994,2,13,39.3051677,-0.6121572,292,12.82,94.0,132,53,74,-90,1279,-32,39.2992951,-0.6147698
337242278,2,13,39.3051664,-0.6121276,292,12.86,93.2,132,53,74,-73,1284,-17,39.2992951,-0.6147698
337402460,2,14,39.3051652,-0.6120978,292,12.88,92.9,139,52,74,-65,1286,-16,39.2992951,-0.6147698
337604097,2,13,39.3051642,-0.6120679,292,12.91,92.6,139,52,73,-60,1290,-13,39.2992951,-0.6147698
337803456,2,12,39.3051632,-0.6120379,292,12.96,92.6,139,52,73,-60,1295,-32,39.2992951,-0.6147698
337984073,2,13,39.305162,-0.6120079,292,12.97,92.7,139,52,73,-63,1296,-32,39.2992951,-0.6147698
338224697,2,12,39.3051606,-0.611978,293,12.92,93.5,139,51,73,-79,1290,-35,39.2992951,-0.6147698
338404925,2,12,39.3051588,-0.611948,293,12.97,94.2,139,51,73,-97,1294,-50,39.2992951,-0.6147698
338605247,2,13,39.3051571,-0.6119183,293,12.87,94.2,139,51,73,-96,1284,-32,39.2992951,-0.6147698
338807090,2,13,39.3051553,-0.6118885,293,12.85,94.4,139,51,73,-100,1281,-37,39.2992951,-0.6147698
338986456,2,13,39.3051535,-0.6118589,293,12.8,94.7,139,51,73,-105,1276,-46,39.2992951,-0.6147698
339226427,2,13,39.3051516,-0.6118296,293,12.68,94.9,139,51,73,-110,1263,-45,39.2992951,-0.6147698
339406959,2,13,39.3051495,-0.6118007,293,12.56,95.6,139,50,73,-123,1250,-43,39.2992951,-0.6147698
339586897,2,13,39.3051472,-0.611772,293,12.51,96.1,139,50,73,-134,1243,-50,39.2992951,-0.6147698
339787078,2,13,39.3051447,-0.6117436,293,12.36,96.8,139,50,73,-147,1227,-40,39.2992951,-0.6147698
339987584,2,12,39.3051418,-0.6117155,293,12.19,97.8,141,50,73,-165,1207,-37,39.2992951,-0.6147698
340085941,2,12,39.3051418,-0.6117155,293,12.19,97.8,141,50,73,-165,1207,-37,39.2992951,-0.6147698
340228025,2,12,39.3051389,-0.6116876,293,12.12,97.6,141,50,73,-162,1201,-36,39.2992951,-0.6147698
340387634,2,11,39.3051359,-0.6116601,293,11.98,98.3,141,50,72,-173,1185,-20,39.2992951,-0.6147698
340588716,2,12,39.3051327,-0.6116327,293,11.93,98.6,141,50,72,-178,1180,-19,39.2992951,-0.6147698
340788545,2,14,39.305129,-0.6116058,293,11.74,100.4,157,50,73,-212,1155,-8,39.2992951,-0.6147698
340989119,2,12,39.3051245,-0.6115794,293,11.66,102.4,141,50,73,-251,1139,10,39.2992951,-0.6147698
341209863,2,12,39.3051194,-0.6115535,293,11.52,104.2,141,50,73,-284,1117,26,39.2992951,-0.6147698
341389670,2,12,39.3051127,-0.6115283,293,11.46,108.9,135,51,73,-372,1084,51,39.2992951,-0.6147698
341589515,2,12,39.3051046,-0.6115037,293,11.48,113.1,134,51,73,-451,1056,75,39.2992951,-0.6147698
341791491,2,11,39.3050955,-0.6114794,293,11.64,116.4,146,51,73,-519,1042,99,39.2992951,-0.6147698
341991216,2,9,39.3050841,-0.611457,292,11.53,122.7,169,51,73,-624,970,102,39.2992951,-0.6147698
342210548,2,11,39.3050713,-0.6114355,292,11.68,127.2,146,51,74,-707,930,146,39.2992951,-0.6147698
342371030,2,10,39.3050569,-0.6114157,292,11.65,133.4,146,51,74,-801,846,150,39.2992951,-0.6147698
342591584,2,10,39.3050409,-0.6113979,291,11.71,139.0,146,52,74,-884,767,155,39.2992951,-0.6147698
342771238,2,11,39.3050235,-0.6113812,291,11.98,143.4,139,51,74,-962,714,164,39.2992951,-0.6147698
342971495,2,10,39.3050047,-0.6113673,291,12.0,149.7,146,51,74,-1037,604,130,39.2992951,-0.6147698
343192563,2,12,39.3049847,-0.6113553,291,12.21,154.8,139,51,74,-1105,519,92,39.2992951,-0.6147698
343372910,2,12,39.3049643,-0.611346,291,12.03,160.4,134,51,74,-1134,403,65,39.2992951,-0.6147698
343572890,2,13,39.3049436,-0.6113383,291,11.91,163.7,134,51,74,-1144,332,16,39.2992951,-0.6147698
343773514,2,11,39.3049229,-0.6113324,291,11.75,167.6,142,51,74,-1148,252,-12,39.2992951,-0.6147698
343974056,2,11,39.3049028,-0.6113273,291,11.38,169.1,142,51,75,-1117,214,-57,39.2992951,-0.6147698
344193988,2,11,39.3048828,-0.6113235,291,11.22,171.8,161,52,75,-1111,159,-89,39.2992951,-0.6147698
344241620,2,11,39.3048828,-0.6113235,291,11.22,171.8,161,52,75,-1111,159,-89,39.2992951,-0.6147698
344374462,2,11,39.3048632,-0.6113204,292,10.97,173.5,142,52,75,-1090,123,-120,39.2992951,-0.6147698
344574585,2,13,39.3048439,-0.6113182,292,10.7,175.4,143,52,75,-1066,85,-116,39.2992951,-0.6147698
344774641,2,12,39.3048247,-0.6113176,292,10.47,178.8,134,52,75,-1047,21,-95,39.2992951,-0.6147698
344975549,2,13,39.3048057,-0.6113182,292,10.56,181.7,144,52,76,-1056,-32,-95,39.2992951,-0.6147698
345195512,2,12,39.3047872,-0.6113208,292,10.21,186.5,142,53,76,-1014,-115,-62,39.2992951,-0.6147698
345376027,2,9,39.3047688,-0.611325,292,10.3,190.2,161,53,76,-1013,-183,-25,39.2992951,-0.6147698
345576554,2,9,39.3047509,-0.6113315,292,10.25,195.3,161,53,76,-989,-271,39,39.2992951,-0.6147698
345777211,2,11,39.3047329,-0.6113395,292,10.54,199.1,261,53,77,-996,-345,65,39.2992951,-0.6147698
345976997,2,12,39.3047138,-0.6113501,292,11.49,203.3,142,53,77,-1055,-456,109,39.2992951,-0.6147698
346197814,2,9,39.3046964,-0.611363,292,11.17,210.0,199,54,77,-967,-559,131,39.2992951,-0.6147698
346378099,2,11,39.3046801,-0.6113781,291,11.26,216.3,149,54,78,-907,-667,134,39.2992951,-0.6147698
346578381,2,11,39.3046653,-0.6113964,291,11.38,223.8,142,54,78,-820,-789,157,39.2992951,-0.6147698
346758250,2,12,39.3046523,-0.6114177,291,11.68,232.0,142,55,79,-718,-921,156,39.2992951,-0.6147698
346978562,2,11,39.3046401,-0.6114413,290,12.25,236.8,142,55,79,-670,-1025,153,39.2992951,-0.6147698
347199530,2,11,39.30463,-0.6114664,290,12.36,243.0,142,55,79,-560,-1102,133,39.2992951,-0.6147698
347359569,2,11,39.3046221,-0.6114937,290,12.64,249.8,142,55,79,-434,-1187,130,39.2992951,-0.6147698
347560366,2,10,39.3046165,-0.6115217,290,12.59,255.9,150,55,80,-306,-1221,81,39.2992951,-0.6147698
347759926,2,12,39.3046124,-0.6115504,290,12.66,260.6,142,56,80,-206,-1249,38,39.2992951,-0.6147698
347960802,2,12,39.3046105,-0.6115794,290,12.68,265.8,142,56,80,-92,-1265,1,39.2992951,-0.6147698
348200241,2,11,39.3046102,-0.6116082,290,12.62,270.1,149,56,80,3,-1262,-32,39.2992951,-0.6147698
348361149,2,13,39.3046119,-0.6116365,290,12.44,274.7,149,56,81,104,-1239,-58,39.2992951,-0.6147698
348395560,2,13,39.3046119,-0.6116365,290,12.44,274.7,149,56,81,104,-1239,-58,39.2992951,-0.6147698
348560794,2,10,39.3046145,-0.6116647,291,12.38,277.3,161,56,81,157,-1228,-60,39.2992951,-0.6147698
348761296,2,11,39.3046177,-0.6116922,291,12.15,279.2,149,56,81,195,-1199,-71,39.2992951,-0.6147698
348961532,2,12,39.3046211,-0.6117192,291,11.98,280.4,136,55,81,217,-1178,-50,39.2992951,-0.6147698
349181568,2,11,39.3046249,-0.6117458,291,11.82,281.1,141,55,81,227,-1159,-36,39.2992951,-0.6147698
349362835,2,12,39.3046287,-0.6117726,291,11.82,281.4,131,55,81,234,-1159,-13,39.2992951,-0.6147698
349562865,2,12,39.3046326,-0.6117994,291,11.8,280.9,141,55,81,224,-1159,18,39.2992951,-0.6147698
349762979,2,12,39.3046363,-0.611826,291,11.76,280.8,136,55,81,222,-1155,42,39.2992951,-0.6147698
349962944,2,12,39.3046397,-0.6118528,291,11.86,280.4,154,55,81,214,-1167,60,39.2992951,-0.6147698
350183366,2,12,39.3046427,-0.6118803,291,12.02,278.1,134,55,81,171,-1190,114,39.2992951,-0.6147698
350363888,2,12,39.3046461,-0.6119075,290,11.97,279.5,136,55,81,199,-1181,131,39.2992951,-0.6147698
350564242,2,12,39.3046487,-0.6119352,290,12.16,277.6,136,55,81,161,-1205,165,39.2992951,-0.6147698
350764112,2,12,39.3046509,-0.6119636,289,12.43,275.9,134,55,81,128,-1236,208,39.2992951,-0.6147698
350964780,2,12,39.3046527,-0.6119923,289,12.5,275.1,134,55,81,113,-1245,234,39.2992951,-0.6147698
351184857,2,11,39.3046541,-0.6120214,288,12.69,274.0,136,55,81,89,-1266,259,39.2992951,-0.6147698
351366056,2,11,39.3046554,-0.6120514,288,13.07,273.6,136,54,81,83,-1304,277,39.2992951,-0.6147698
351545616,2,10,39.3046561,-0.612082,287,13.25,272.3,140,54,81,53,-1324,264,39.2992951,-0.6147698
351746474,2,10,39.3046565,-0.6121129,287,13.44,271.4,140,54,81,34,-1344,272,39.2992951,-0.6147698
351946346,2,10,39.3046563,-0.6121442,286,13.55,270.0,146,54,81,0,-1355,271,39.2992951,-0.6147698
352166772,2,10,39.3046558,-0.6121759,286,13.75,269.2,146,54,81,-18,-1375,275,39.2992951,-0.6147698
352347041,2,10,39.3046547,-0.6122077,285,13.82,268.0,146,54,81,-47,-1381,266,39.2992951,-0.6147698
352548100,2,11,39.3046534,-0.61224,285,13.99,267.4,146,54,80,-62,-1397,234,39.2992951,-0.6147698
352549126,2,11,39.3046534,-0.61224,285,13.99,267.4,146,54,80,-62,-1397,234,39.2992951,-0.6147698
352748092,2,9,39.3046517,-0.6122724,284,14.06,266.5,150,54,80,-84,-1404,211,39.2992951,-0.6147698
352948411,2,9,39.3046501,-0.612305,284,14.12,266.6,150,54,80,-82,-1410,194,39.2992951,-0.6147698
353169062,2,11,39.3046481,-0.6123379,283,14.25,265.8,150,54,80,-103,-1421,189,39.2992951,-0.6147698
353349599,2,10,39.304646,-0.6123707,283,14.19,265.9,150,54,80,-100,-1415,174,39.2992951,-0.6147698
353549888,2,9,39.3046442,-0.6124035,283,14.18,266.4,150,54,80,-86,-1415,166,39.2992951,-0.6147698
353750298,2,9,39.3046423,-0.6124364,283,14.3,266.3,150,54,80,-90,-1427,166,39.2992951,-0.6147698
353950835,2,10,39.3046407,-0.6124691,282,14.21,267.2,150,54,80,-68,-1419,184,39.2992951,-0.6147698
354170879,2,11,39.3046394,-0.6125023,282,14.38,267.7,150,54,80,-55,-1437,195,39.2992951,-0.6147698
354351843,2,9,39.3046385,-0.6125356,281,14.44,268.6,150,54,80,-33,-1444,201,39.2992951,-0.6147698
354551910,2,11,39.3046379,-0.6125693,281,14.57,269.1,168,54,80,-20,-1457,207,39.2992951,-0.6147698
354751980,2,9,39.3046376,-0.612603,281,14.61,269.9,168,54,80,-2,-1461,212,39.2992951,-0.6147698
354952252,2,10,39.3046373,-0.6126372,280,14.81,270.0,150,54,80,0,-1481,213,39.2992951,-0.6147698
355172674,2,10,39.3046375,-0.6126713,280,14.84,271.2,146,54,80,32,-1484,222,39.2992951,-0.6147698
355353449,2,10,39.304638,-0.6127058,279,14.99,272.0,146,53,80,52,-1498,225,39.2992951,-0.6147698
355533633,2,10,39.3046387,-0.6127406,279,15.15,272.4,146,53,80,64,-1514,237,39.2992951,-0.6147698
355754748,2,11,39.3046399,-0.6127762,278,15.55,273.0,139,53,80,83,-1553,256,39.2992951,-0.6147698
355934837,2,10,39.3046414,-0.612812,278,15.55,273.4,146,53,80,94,-1552,258,39.2992951,-0.6147698
356174230,2,10,39.3046428,-0.6128481,277,15.7,273.3,190,53,81,92,-1567,260,39.2992951,-0.6147698
356335641,2,9,39.3046446,-0.6128843,277,15.73,274.3,190,53,81,118,-1568,256,39.2992951,-0.6147698
356535642,2,11,39.3046469,-0.612921,276,15.95,274.7,146,53,81,132,-1590,251,39.2992951,-0.6147698
356705574,2,11,39.3046469,-0.612921,276,15.95,274.7,146,53,81,132,-1590,251,39.2992951,-0.6147698
356735871,2,10,39.3046495,-0.6129578,276,16.09,275.3,146,53,81,149,-1602,242,39.2992951,-0.6147698
356936044,2,10,39.304652,-0.6129949,276,16.2,275.2,146,53,81,149,-1613,248,39.2992951,-0.6147698
357157094,2,9,39.3046545,-0.6130324,275,16.32,275.2,165,53,81,149,-1625,256,39.2992951,-0.6147698
357336771,2,10,39.3046573,-0.6130702,275,16.49,275.5,146,53,81,158,-1641,256,39.2992951,-0.6147698
357537881,2,11,39.30466,-0.6131082,274,16.59,275.4,146,53,81,157,-1651,253,39.2992951,-0.6147698
357737250,2,10,39.3046628,-0.6131466,274,16.74,275.4,146,53,81,158,-1667,258,39.2992951,-0.6147698
357937498,2,10,39.3046655,-0.613185,273,16.8,275.4,146,53,81,160,-1672,270,39.2992951,-0.6147698
358158115,2,10,39.3046679,-0.6132239,272,16.96,274.7,146,53,81,139,-1690,278,39.2992951,-0.6147698
358338777,2,10,39.3046707,-0.6132632,272,17.14,275.2,146,53,81,157,-1706,252,39.2992951,-0.6147698
358539135,2,10,39.3046735,-0.6133029,271,17.28,275.3,146,53,81,160,-1721,262,39.2992951,-0.6147698
358738983,2,10,39.3046761,-0.6133425,271,17.27,275.2,146,53,81,157,-1720,266,39.2992951,-0.6147698
358939603,2,10,39.3046791,-0.6133824,270,17.4,275.6,146,53,81,170,-1731,287,39.2992951,-0.6147698
359160080,2,9,39.304682,-0.6134224,270,17.45,275.6,169,52,81,172,-1737,275,39.2992951,-0.6147698
359339658,2,9,39.3046849,-0.6134627,269,17.6,275.5,169,52,81,169,-1752,296,39.2992951,-0.6147698
359540304,2,9,39.3046878,-0.6135033,268,17.69,275.5,169,52,81,169,-1761,319,39.2992951,-0.6147698
359720791,2,9,39.3046907,-0.613544,268,17.75,275.5,169,52,81,172,-1767,330,39.2992951,-0.6147698
359921775,2,10,39.3046936,-0.613585,267,17.85,275.4,169,52,81,169,-1777,326,39.2992951,-0.6147698
360161999,2,8,39.3046961,-0.6136265,266,18.02,274.8,207,52,81,153,-1795,328,39.2992951,-0.6147698
360322388,2,9,39.3046986,-0.6136679,266,17.98,274.8,169,52,81,152,-1791,351,39.2992951,-0.6147698
360522422,2,9,39.3047006,-0.61371,265,18.24,273.7,169,52,81,119,-1820,368,39.2992951,-0.6147698
360722892,2,9,39.3047022,-0.6137522,264,18.3,273.3,199,52,81,105,-1827,384,39.2992951,-0.6147698
360863723,2,9,39.3047022,-0.6137522,264,18.3,273.3,199,52,81,105,-1827,384,39.2992951,-0.6147698
360923065,2,9,39.3047036,-0.6137945,263,18.31,272.7,199,52,82,89,-1829,384,39.2992951,-0.6147698
361162924,2,9,39.3047047,-0.6138373,263,18.51,272.1,169,52,81,70,-1850,370,39.2992951,-0.6147698
361323124,2,9,39.3047056,-0.6138802,262,18.6,271.9,169,52,81,62,-1859,354,39.2992951,-0.6147698
361523946,2,9,39.3047063,-0.6139235,261,18.74,271.5,169,52,81,52,-1873,339,39.2992951,-0.6147698
361724648,2,9,39.3047072,-0.6139669,261,18.79,271.8,169,52,81,60,-1878,324,39.2992951,-0.6147698
361924619,2,10,39.3047084,-0.6140101,260,18.7,272.2,146,52,81,74,-1868,304,39.2992951,-0.6147698
362165617,2,10,39.3047097,-0.6140535,260,18.76,272.4,146,52,81,80,-1874,289,39.2992951,-0.6147698
362325278,2,10,39.3047112,-0.6140969,259,18.73,272.7,146,52,81,90,-1871,270,39.2992951,-0.6147698
362526144,2,10,39.3047129,-0.6141403,259,18.71,273.0,146,52,81,99,-1869,252,39.2992951,-0.6147698
362726682,2,10,39.3047148,-0.6141834,258,18.64,273.6,146,52,81,117,-1860,237,39.2992951,-0.6147698
362926613,2,10,39.3047172,-0.6142263,258,18.55,274.3,146,52,81,141,-1850,227,39.2992951,-0.6147698
363167037,2,10,39.3047199,-0.6142691,257,18.5,274.9,165,51,81,159,-1844,206,39.2992951,-0.6147698
363326350,2,11,39.3047229,-0.6143116,257,18.44,275.5,146,51,81,177,-1836,189,39.2992951,-0.6147698
363527281,2,10,39.3047261,-0.6143539,257,18.38,276.0,146,51,81,193,-1828,193,39.2992951,-0.6147698
363727494,2,10,39.3047294,-0.6143961,256,18.34,276.1,146,51,81,195,-1824,186,39.2992951,-0.6147698
363927462,2,10,39.3047327,-0.614438,256,18.22,276.2,146,51,81,198,-1811,216,39.2992951,-0.6147698
364148230,2,10,39.304736,-0.6144797,255,18.17,276.4,190,51,81,204,-1805,231,39.2992951,-0.6147698
364328049,2,11,39.3047397,-0.6145214,255,18.19,276.8,142,51,81,217,-1806,255,39.2992951,-0.6147698
364528675,2,11,39.3047434,-0.614563,254,18.12,276.8,146,51,81,216,-1799,265,39.2992951,-0.6147698
364728461,2,11,39.3047469,-0.6146048,254,18.14,276.6,146,51,81,209,-1802,273,39.2992951,-0.6147698
364929565,2,10,39.3047504,-0.6146466,253,18.14,276.7,146,51,81,213,-1802,309,39.2992951,-0.6147698
365021883,2,10,39.3047504,-0.6146466,253,18.14,276.7,146,51,81,213,-1802,309,39.2992951,-0.6147698
365149096,2,10,39.304754,-0.6146882,253,18.07,276.7,146,51,81,213,-1795,330,39.2992951,-0.6147698
365309765,2,11,39.3047574,-0.61473,252,18.15,276.4,146,51,80,203,-1803,351,39.2992951,-0.6147698
365509806,2,10,39.3047608,-0.6147719,251,18.16,276.3,146,51,80,200,-1805,362,39.2992951,-0.6147698
365710526,2,10,39.304764,-0.6148139,250,18.25,275.9,146,51,80,188,-1815,331,39.2992951,-0.6147698
